block,y,x,count
channels,0,2,1
channels,0,6,1
channels,0,21,1
channels,0,31,1
channels,0,59,1
channels,2,7,1
channels,9,16,1
channels,9,21,1
channels,15,25,1
channels,40,35,1
channels,75,27,1
channels,75,29,1
channels,75,30,1
channels,75,32,1
channels,75,35,1
channels,75,37,1
channels,15,28,1
channels,40,41,1
channels,75,38,1
channels,40,42,1
channels,75,45,1
channels,40,44,1
channels,75,47,1
channels,75,52,1
channels,15,30,1
channels,40,47,1
channels,75,59,1
channels,75,60,1
channels,75,61,1
channels,75,62,1
channels,75,63,1
channels,75,68,1
channels,9,23,1
channels,76,3,1
channels,76,7,1
channels,76,11,1
channels,76,12,1
channels,76,20,1
channels,76,21,1
channels,76,23,1
channels,76,28,1
channels,23,37,1
channels,40,72,1
channels,76,34,1
channels,76,37,1
channels,76,39,1
channels,76,40,1
channels,76,44,1
channels,76,45,1
channels,76,46,1
channels,76,49,1
channels,76,50,1
channels,76,52,1
channels,9,32,1
channels,15,37,1
channels,23,38,1
channels,76,54,1
channels,76,59,1
channels,76,60,1
channels,76,63,1
channels,23,42,1
channels,76,67,1
channels,76,68,1
channels,41,11,1
channels,76,71,1
channels,76,77,1
channels,15,38,1
channels,41,13,1
channels,41,16,1
channels,41,17,1
channels,41,18,1
channels,41,19,1
channels,77,15,1
channels,77,18,1
channels,77,19,1
channels,41,23,1
channels,77,20,1
channels,77,26,1
channels,41,25,1
channels,77,28,1
channels,77,31,1
channels,9,35,1
channels,41,28,1
channels,77,32,1
channels,77,44,1
channels,77,45,1
channels,41,33,1
channels,77,46,1
channels,77,47,1
channels,77,50,1
channels,77,55,1
channels,77,56,1
channels,15,43,1
channels,77,59,1
channels,77,60,1
channels,77,73,1
channels,77,80,1
channels,41,38,1
channels,41,39,1
channels,78,2,1
channels,78,3,1
channels,78,4,1
channels,41,42,1
channels,78,5,1
channels,78,6,1
channels,41,43,1
channels,78,8,1
channels,2,19,1
channels,4,58,1
channels,9,45,1
channels,15,46,1
channels,78,15,1
channels,78,18,1
channels,78,23,1
channels,78,24,1
channels,41,49,1
channels,78,30,1
channels,78,33,1
channels,78,34,1
channels,78,36,1
channels,78,37,1
channels,78,39,1
channels,78,45,1
channels,23,62,1
channels,78,49,1
channels,78,51,1
channels,78,59,1
channels,41,58,1
channels,78,61,1
channels,78,66,1
channels,78,67,1
channels,78,68,1
channels,79,3,1
channels,9,46,1
channels,23,63,1
channels,41,61,1
channels,41,63,1
channels,79,5,1
channels,79,6,1
channels,79,9,1
channels,41,74,1
channels,79,12,1
channels,79,13,1
channels,79,19,1
channels,23,66,1
channels,79,24,1
channels,79,28,1
channels,79,30,1
channels,79,31,1
channels,79,34,1
channels,79,35,1
channels,79,38,1
channels,23,70,1
channels,23,72,1
channels,79,52,1
channels,79,54,1
channels,79,65,1
channels,79,71,1
channels,23,81,1
channels,79,74,1
channels,79,80,1
channels,80,1,1
channels,80,2,1
channels,80,3,1
channels,2,28,1
channels,4,59,1
channels,9,48,1
channels,42,15,1
channels,80,9,1
channels,80,12,1
channels,80,13,1
channels,80,14,1
channels,80,15,1
channels,80,32,1
channels,42,19,1
channels,80,33,1
channels,80,34,1
channels,80,37,1
channels,42,21,1
channels,80,38,1
channels,80,62,1
channels,42,22,1
channels,42,23,1
channels,80,65,1
channels,80,66,1
channels,80,68,1
channels,81,2,1
channels,81,3,1
channels,81,6,1
channels,81,13,1
channels,81,14,1
channels,81,33,1
channels,81,43,1
channels,81,49,1
channels,81,50,1
channels,81,52,1
channels,4,60,1
channels,15,57,1
channels,81,64,1
channels,81,67,1
channels,82,8,1
channels,82,15,1
channels,82,27,1
channels,82,38,1
channels,42,35,1
channels,42,36,1
channels,82,47,1
channels,82,51,1
channels,82,60,1
channels,42,37,1
channels,82,74,1
channels,82,77,1
channels,83,0,1
channels,83,5,1
channels,9,52,1
channels,42,40,1
channels,83,10,1
channels,83,29,1
channels,83,39,1
channels,42,44,1
channels,83,49,1
channels,83,61,1
channels,42,45,1
channels,42,46,1
channels,83,83,1
channels,84,4,1
channels,84,6,1
channels,84,36,1
channels,84,43,1
channels,84,51,1
channels,84,52,1
channels,84,71,1
channels,0,61,1
channels,2,29,1
channels,4,61,1
channels,9,54,1
channels,15,65,1
channels,85,2,1
channels,85,54,1
channels,85,56,1
channels,85,64,1
channels,85,72,1
channels,86,6,1
channels,86,7,1
channels,15,67,1
channels,86,27,1
channels,86,58,1
channels,86,65,1
channels,86,84,1
channels,87,15,1
channels,87,34,1
channels,87,54,1
channels,88,0,1
channels,15,69,1
channels,24,21,1
channels,88,58,1
channels,89,6,1
channels,89,49,1
channels,89,50,1
channels,42,62,1
channels,42,64,1
channels,42,69,1
channels,4,67,1
channels,15,71,1
channels,24,24,1
channels,42,70,1
channels,43,3,1
channels,2,32,1
channels,4,72,1
channels,9,73,1
channels,24,37,1
channels,43,26,1
channels,43,28,1
channels,43,30,1
channels,43,32,1
channels,4,77,1
channels,24,42,1
channels,24,44,1
channels,43,37,1
channels,43,43,1
channels,43,46,1
channels,0,62,1
channels,2,33,1
channels,43,64,1
channels,43,65,1
channels,43,72,1
channels,5,5,1
channels,10,9,1
channels,24,60,1
channels,16,19,1
channels,24,65,1
channels,24,72,1
channels,2,36,1
channels,10,13,1
channels,16,21,1
channels,44,18,1
channels,44,19,1
channels,44,27,1
channels,10,21,1
channels,16,24,1
channels,44,28,1
channels,44,29,1
channels,16,25,1
channels,44,34,1
channels,44,35,1
channels,5,7,1
channels,16,26,1
channels,44,39,1
channels,44,40,1
channels,16,27,1
channels,44,43,1
channels,44,45,1
channels,10,24,1
channels,16,29,1
channels,0,38,1
channels,2,44,1
channels,5,10,1
channels,5,11,1
channels,10,25,1
channels,16,31,1
channels,25,19,1
channels,44,64,1
channels,10,28,1
channels,44,65,1
channels,44,66,1
channels,44,67,1
channels,25,25,1
channels,44,71,1
channels,44,79,1
channels,45,1,1
channels,10,29,1
channels,45,2,1
channels,10,30,1
channels,16,36,1
channels,45,16,1
channels,45,17,1
channels,5,23,1
channels,25,37,1
channels,25,38,1
channels,45,19,1
channels,45,21,1
channels,45,22,1
channels,45,25,1
channels,45,28,1
channels,45,31,1
channels,5,29,1
channels,25,44,1
channels,45,36,1
channels,45,37,1
channels,45,38,1
channels,25,47,1
channels,45,42,1
channels,10,47,1
channels,45,44,1
channels,45,45,1
channels,2,48,1
channels,10,49,1
channels,16,49,1
channels,45,62,1
channels,45,67,1
channels,45,68,1
channels,45,69,1
channels,10,51,1
channels,25,65,1
channels,25,67,1
channels,25,70,1
channels,26,2,1
channels,46,16,1
channels,5,38,1
channels,16,60,1
channels,46,20,1
channels,46,23,1
channels,46,27,1
channels,46,31,1
channels,46,32,1
channels,46,33,1
channels,46,36,1
channels,5,39,1
channels,16,61,1
channels,10,56,1
channels,16,64,1
channels,0,70,1
channels,2,51,1
channels,5,44,1
channels,10,57,1
channels,26,22,1
channels,46,61,1
channels,46,62,1
channels,46,65,1
channels,10,60,1
channels,46,66,1
channels,46,82,1
channels,5,45,1
channels,10,68,1
channels,10,74,1
channels,47,21,1
channels,47,23,1
channels,5,47,1
channels,11,1,1
channels,26,36,1
channels,26,37,1
channels,47,25,1
channels,47,27,1
channels,47,28,1
channels,26,38,1
channels,47,30,1
channels,26,42,1
channels,26,43,1
channels,5,48,1
channels,11,4,1
channels,47,45,1
channels,26,50,1
channels,47,60,1
channels,2,58,1
channels,5,49,1
channels,26,64,1
channels,47,61,1
channels,47,64,1
channels,47,66,1
channels,47,68,1
channels,47,73,1
channels,47,78,1
channels,26,66,1
channels,48,1,1
channels,11,8,1
channels,17,19,1
channels,26,84,1
channels,48,15,1
channels,27,1,1
channels,48,18,1
channels,48,20,1
channels,48,21,1
channels,48,23,1
channels,2,60,1
channels,11,16,1
channels,27,6,1
channels,48,25,1
channels,48,27,1
channels,48,32,1
channels,17,25,1
channels,48,35,1
channels,48,40,1
channels,48,42,1
channels,11,20,1
channels,48,46,1
channels,48,47,1
channels,48,49,1
channels,11,21,1
channels,27,18,1
channels,27,19,1
channels,48,60,1
channels,0,22,1
channels,0,40,1
channels,0,71,1
channels,2,62,1
channels,5,55,1
channels,11,25,1
channels,17,31,1
channels,27,23,1
channels,48,62,1
channels,48,64,1
channels,48,69,1
channels,49,4,1
channels,27,30,1
channels,11,27,1
channels,17,35,1
channels,27,33,1
channels,49,17,1
channels,49,18,1
channels,49,19,1
channels,27,35,1
channels,49,23,1
channels,49,27,1
channels,49,29,1
channels,49,30,1
channels,2,63,1
channels,11,31,1
channels,17,39,1
channels,27,39,1
channels,27,40,1
channels,49,36,1
channels,49,37,1
channels,49,40,1
channels,49,43,1
channels,11,34,1
channels,17,40,1
channels,49,44,1
channels,27,45,1
channels,49,46,1
channels,11,35,1
channels,17,42,1
channels,27,49,1
channels,49,59,1
channels,11,36,1
channels,49,62,1
channels,49,64,1
channels,49,65,1
channels,49,67,1
channels,0,75,1
channels,2,67,1
channels,5,59,1
channels,17,47,1
channels,27,57,1
channels,11,38,1
channels,27,60,1
channels,50,13,1
channels,27,70,1
channels,28,0,1
channels,11,39,1
channels,28,3,1
channels,50,22,1
channels,50,24,1
channels,50,26,1
channels,50,28,1
channels,11,40,1
channels,50,36,1
channels,50,40,1
channels,2,68,1
channels,6,4,1
channels,11,41,1
channels,50,42,1
channels,50,50,1
channels,6,5,1
channels,50,61,1
channels,50,63,1
channels,50,64,1
channels,50,69,1
channels,11,45,1
channels,28,23,1
channels,50,71,1
channels,50,73,1
channels,50,79,1
channels,17,63,1
channels,51,2,1
channels,1,0,1
channels,3,1,1
channels,6,7,1
channels,11,46,1
channels,17,66,1
channels,17,68,1
channels,51,15,1
channels,17,76,1
channels,51,19,1
channels,6,10,1
channels,11,48,1
channels,28,36,1
channels,51,22,1
channels,51,23,1
channels,51,25,1
channels,28,38,1
channels,51,28,1
channels,28,39,1
channels,51,40,1
channels,51,42,1
channels,6,12,1
channels,28,49,1
channels,6,15,1
channels,51,63,1
channels,51,71,1
channels,52,1,1
channels,28,58,1
channels,52,2,1
channels,3,2,1
channels,6,18,1
channels,11,56,1
channels,28,63,1
channels,52,12,1
channels,28,68,1
channels,52,20,1
channels,52,21,1
channels,52,22,1
channels,52,23,1
channels,28,71,1
channels,52,24,1
channels,52,25,1
channels,28,72,1
channels,6,20,1
channels,11,57,1
channels,28,80,1
channels,52,29,1
channels,52,32,1
channels,52,37,1
channels,11,58,1
channels,52,41,1
channels,52,43,1
channels,52,45,1
channels,3,4,1
channels,11,62,1
channels,18,24,1
channels,29,13,1
channels,52,58,1
channels,52,64,1
channels,52,72,1
channels,6,28,1
channels,11,66,1
channels,52,81,1
channels,53,1,1
channels,53,2,1
channels,11,67,1
channels,29,21,1
channels,53,13,1
channels,0,42,1
channels,1,3,1
channels,3,21,1
channels,6,30,1
channels,18,32,1
channels,29,26,1
channels,53,15,1
channels,53,16,1
channels,29,27,1
channels,53,19,1
channels,29,28,1
channels,53,21,1
channels,53,24,1
channels,53,29,1
channels,6,31,1
channels,12,1,1
channels,53,32,1
channels,53,35,1
channels,53,43,1
channels,18,37,1
channels,29,39,1
channels,53,44,1
channels,53,47,1
channels,53,48,1
channels,6,35,1
channels,18,40,1
channels,29,46,1
channels,53,55,1
channels,53,61,1
channels,53,65,1
channels,53,79,1
channels,12,6,1
channels,18,43,1
channels,54,3,1
channels,18,45,1
channels,54,11,1
channels,54,14,1
channels,54,15,1
channels,1,33,1
channels,29,62,1
channels,29,63,1
channels,29,67,1
channels,54,23,1
channels,54,25,1
channels,29,69,1
channels,29,71,1
channels,54,28,1
channels,54,32,1
channels,30,3,1
channels,54,36,1
channels,54,37,1
channels,54,38,1
channels,54,45,1
channels,54,46,1
channels,6,40,1
channels,12,12,1
channels,30,12,1
channels,54,59,1
channels,54,60,1
channels,54,61,1
channels,30,17,1
channels,30,18,1
channels,54,62,1
channels,54,67,1
channels,55,1,1
channels,6,42,1
channels,12,17,1
channels,30,24,1
channels,12,18,1
channels,18,60,1
channels,55,13,1
channels,55,18,1
channels,1,34,1
channels,3,34,1
channels,6,43,1
channels,12,20,1
channels,18,66,1
channels,55,20,1
channels,55,22,1
channels,55,23,1
channels,30,33,1
channels,30,34,1
channels,12,25,1
channels,30,37,1
channels,55,32,1
channels,55,34,1
channels,18,68,1
channels,55,38,1
channels,55,40,1
channels,55,41,1
channels,6,44,1
channels,12,26,1
channels,30,40,1
channels,30,41,1
channels,12,30,1
channels,30,46,1
channels,30,47,1
channels,3,35,1
channels,6,45,1
channels,12,31,1
channels,55,60,1
channels,55,62,1
channels,55,65,1
channels,55,66,1
channels,55,67,1
channels,55,69,1
channels,55,74,1
channels,56,0,1
channels,56,3,1
channels,6,47,1
channels,12,39,1
channels,30,59,1
channels,30,60,1
channels,56,12,1
channels,30,62,1
channels,56,15,1
channels,12,40,1
channels,30,65,1
channels,30,66,1
channels,56,20,1
channels,30,71,1
channels,56,23,1
channels,56,25,1
channels,1,40,1
channels,3,37,1
channels,12,43,1
channels,30,72,1
channels,56,28,1
channels,31,1,1
channels,12,44,1
channels,31,3,1
channels,56,35,1
channels,56,39,1
channels,56,40,1
channels,56,43,1
channels,12,46,1
channels,31,7,1
channels,56,48,1
channels,56,49,1
channels,56,60,1
channels,56,63,1
channels,6,55,1
channels,12,48,1
channels,19,19,1
channels,56,70,1
channels,31,19,1
channels,19,21,1
channels,6,56,1
channels,12,50,1
channels,31,25,1
channels,57,19,1
channels,57,28,1
channels,57,36,1
channels,0,17,1
channels,0,28,1
channels,0,43,1
channels,1,41,1
channels,3,41,1
channels,6,57,1
channels,31,32,1
channels,31,33,1
channels,57,42,1
channels,31,34,1
channels,57,43,1
channels,57,46,1
channels,31,36,1
channels,31,39,1
channels,6,65,1
channels,19,32,1
channels,31,41,1
channels,31,42,1
channels,57,61,1
channels,57,62,1
channels,57,64,1
channels,19,33,1
channels,57,67,1
channels,57,68,1
channels,57,72,1
channels,3,42,1
channels,12,58,1
channels,31,52,1
channels,19,38,1
channels,58,17,1
channels,19,39,1
channels,19,42,1
channels,58,23,1
channels,58,24,1
channels,58,25,1
channels,58,26,1
channels,31,60,1
channels,31,61,1
channels,19,43,1
channels,31,62,1
channels,31,63,1
channels,31,65,1
channels,7,6,1
channels,7,7,1
channels,12,71,1
channels,31,66,1
channels,32,2,1
channels,58,41,1
channels,58,42,1
channels,32,3,1
channels,13,0,1
channels,32,5,1
channels,32,14,1
channels,58,61,1
channels,58,62,1
channels,58,65,1
channels,58,73,1
channels,58,81,1
channels,32,15,1
channels,59,4,1
channels,7,8,1
channels,59,23,1
channels,7,15,1
channels,19,60,1
channels,32,34,1
channels,32,35,1
channels,59,39,1
channels,59,41,1
channels,1,44,1
channels,7,24,1
channels,7,25,1
channels,19,66,1
channels,32,37,1
channels,32,38,1
channels,59,45,1
channels,59,46,1
channels,32,40,1
channels,59,48,1
channels,32,43,1
channels,59,51,1
channels,19,67,1
channels,32,44,1
channels,32,45,1
channels,32,48,1
channels,59,59,1
channels,19,68,1
channels,19,69,1
channels,59,60,1
channels,59,64,1
channels,59,67,1
channels,59,80,1
channels,60,2,1
channels,19,74,1
channels,60,4,1
channels,7,27,1
channels,32,60,1
channels,32,61,1
channels,32,65,1
channels,32,66,1
channels,60,19,1
channels,60,21,1
channels,60,26,1
channels,7,29,1
channels,13,14,1
channels,60,29,1
channels,60,34,1
channels,60,35,1
channels,33,8,1
channels,60,40,1
channels,60,42,1
channels,60,43,1
channels,1,48,1
channels,7,32,1
channels,13,16,1
channels,60,44,1
channels,60,45,1
channels,60,48,1
channels,13,17,1
channels,33,18,1
channels,33,19,1
channels,60,58,1
channels,7,33,1
channels,13,19,1
channels,33,22,1
channels,60,65,1
channels,60,66,1
channels,60,72,1
channels,33,25,1
channels,60,74,1
channels,61,3,1
channels,33,27,1
channels,61,12,1
channels,3,63,1
channels,7,35,1
channels,33,33,1
channels,61,17,1
channels,61,20,1
channels,61,22,1
channels,61,24,1
channels,13,23,1
channels,33,36,1
channels,61,25,1
channels,61,26,1
channels,61,28,1
channels,20,20,1
channels,13,24,1
channels,33,45,1
channels,33,48,1
channels,61,38,1
channels,61,40,1
channels,61,41,1
channels,13,26,1
channels,61,45,1
channels,61,46,1
channels,61,47,1
channels,61,49,1
channels,61,50,1
channels,1,49,1
channels,3,64,1
channels,3,65,1
channels,7,37,1
channels,13,28,1
channels,33,53,1
channels,61,52,1
channels,33,57,1
channels,61,66,1
channels,33,59,1
channels,61,68,1
channels,61,79,1
channels,33,66,1
channels,62,1,1
channels,62,3,1
channels,33,74,1
channels,34,2,1
channels,62,17,1
channels,7,44,1
channels,13,35,1
channels,20,34,1
channels,34,5,1
channels,62,20,1
channels,62,25,1
channels,62,27,1
channels,20,36,1
channels,34,8,1
channels,62,31,1
channels,20,38,1
channels,62,35,1
channels,7,46,1
channels,20,40,1
channels,62,43,1
channels,62,45,1
channels,20,41,1
channels,62,46,1
channels,34,16,1
channels,3,73,1
channels,13,43,1
channels,20,44,1
channels,34,21,1
channels,62,63,1
channels,62,64,1
channels,62,65,1
channels,34,25,1
channels,62,66,1
channels,34,26,1
channels,62,71,1
channels,63,0,1
channels,63,1,1
channels,63,5,1
channels,34,31,1
channels,34,32,1
channels,63,14,1
channels,34,35,1
channels,63,19,1
channels,63,23,1
channels,34,39,1
channels,63,25,1
channels,63,27,1
channels,3,75,1
channels,7,53,1
channels,34,40,1
channels,63,34,1
channels,63,37,1
channels,63,38,1
channels,34,49,1
channels,34,50,1
channels,63,40,1
channels,63,41,1
channels,63,42,1
channels,63,48,1
channels,63,49,1
channels,13,49,1
channels,34,56,1
channels,20,59,1
channels,63,62,1
channels,63,64,1
channels,34,61,1
channels,63,77,1
channels,64,0,1
channels,64,1,1
channels,64,2,1
channels,1,55,1
channels,4,2,1
channels,7,55,1
channels,20,62,1
channels,34,67,1
channels,35,0,1
channels,35,2,1
channels,64,20,1
channels,64,21,1
channels,7,57,1
channels,64,25,1
channels,64,26,1
channels,64,31,1
channels,64,34,1
channels,7,63,1
channels,13,55,1
channels,35,17,1
channels,64,47,1
channels,64,49,1
channels,35,18,1
channels,35,20,1
channels,64,59,1
channels,35,21,1
channels,64,62,1
channels,13,59,1
channels,35,23,1
channels,64,68,1
channels,64,70,1
channels,64,71,1
channels,65,13,1
channels,4,5,1
channels,7,65,1
channels,13,70,1
channels,35,31,1
channels,65,16,1
channels,65,23,1
channels,65,32,1
channels,65,34,1
channels,7,78,1
channels,14,1,1
channels,35,42,1
channels,65,36,1
channels,65,38,1
channels,65,39,1
channels,65,40,1
channels,65,46,1
channels,65,47,1
channels,35,45,1
channels,65,48,1
channels,65,49,1
channels,65,51,1
channels,35,49,1
channels,8,4,1
channels,21,22,1
channels,65,58,1
channels,65,61,1
channels,65,64,1
channels,21,24,1
channels,35,62,1
channels,35,63,1
channels,66,18,1
channels,66,19,1
channels,21,26,1
channels,35,64,1
channels,66,20,1
channels,35,65,1
channels,66,25,1
channels,66,26,1
channels,35,68,1
channels,66,27,1
channels,66,28,1
channels,66,32,1
channels,0,54,1
channels,1,65,1
channels,4,7,1
channels,4,12,1
channels,8,6,1
channels,66,34,1
channels,66,37,1
channels,66,41,1
channels,66,42,1
channels,66,43,1
channels,66,46,1
channels,66,51,1
channels,8,7,1
channels,36,10,1
channels,66,60,1
channels,66,61,1
channels,66,63,1
channels,36,12,1
channels,66,66,1
channels,66,68,1
channels,66,69,1
channels,66,76,1
channels,14,14,1
channels,21,36,1
channels,36,16,1
channels,36,17,1
channels,36,18,1
channels,21,39,1
channels,36,20,1
channels,67,15,1
channels,36,22,1
channels,67,17,1
channels,36,24,1
channels,21,42,1
channels,36,27,1
channels,67,22,1
channels,67,23,1
channels,67,24,1
channels,67,26,1
channels,67,27,1
channels,67,30,1
channels,36,30,1
channels,67,32,1
channels,67,35,1
channels,67,36,1
channels,67,39,1
channels,67,40,1
channels,8,28,1
channels,14,18,1
channels,36,35,1
channels,36,36,1
channels,67,42,1
channels,67,44,1
channels,67,45,1
channels,67,55,1
channels,67,56,1
channels,67,57,1
channels,14,19,1
channels,36,45,1
channels,67,59,1
channels,67,62,1
channels,67,63,1
channels,36,48,1
channels,67,65,1
channels,67,66,1
channels,67,70,1
channels,14,20,1
channels,14,22,1
channels,68,12,1
channels,68,17,1
channels,36,59,1
channels,68,24,1
channels,36,62,1
channels,68,27,1
channels,68,28,1
channels,68,30,1
channels,14,23,1
channels,36,71,1
channels,68,32,1
channels,68,33,1
channels,68,36,1
channels,68,38,1
channels,14,27,1
channels,68,42,1
channels,68,44,1
channels,68,45,1
channels,68,47,1
channels,68,48,1
channels,1,79,1
channels,4,26,1
channels,8,34,1
channels,14,31,1
channels,21,63,1
channels,37,11,1
channels,21,64,1
channels,68,61,1
channels,21,65,1
channels,68,63,1
channels,68,65,1
channels,37,17,1
channels,68,70,1
channels,68,74,1
channels,21,66,1
channels,21,70,1
channels,37,24,1
channels,68,81,1
channels,21,74,1
channels,37,27,1
channels,37,28,1
channels,37,30,1
channels,69,12,1
channels,4,33,1
channels,37,31,1
channels,69,17,1
channels,69,19,1
channels,69,27,1
channels,69,28,1
channels,37,38,1
channels,69,29,1
channels,69,32,1
channels,37,40,1
channels,37,41,1
channels,69,37,1
channels,8,36,1
channels,37,46,1
channels,69,41,1
channels,69,44,1
channels,37,47,1
channels,69,45,1
channels,37,48,1
channels,69,47,1
channels,69,49,1
channels,37,52,1
channels,1,81,1
channels,8,38,1
channels,37,59,1
channels,69,60,1
channels,69,64,1
channels,69,65,1
channels,37,62,1
channels,37,63,1
channels,37,64,1
channels,37,65,1
channels,38,0,1
channels,70,27,1
channels,8,39,1
channels,14,47,1
channels,70,34,1
channels,70,35,1
channels,70,39,1
channels,70,40,1
channels,70,41,1
channels,70,43,1
channels,70,44,1
channels,70,48,1
channels,22,21,1
channels,38,18,1
channels,38,22,1
channels,70,58,1
channels,70,61,1
channels,38,26,1
channels,70,62,1
channels,70,63,1
channels,70,68,1
channels,2,0,1
channels,4,37,1
channels,4,42,1
channels,8,42,1
channels,22,25,1
channels,70,70,1
channels,70,74,1
channels,71,1,1
channels,71,2,1
channels,71,3,1
channels,8,44,1
channels,71,18,1
channels,71,19,1
channels,71,20,1
channels,71,21,1
channels,38,43,1
channels,71,22,1
channels,38,44,1
channels,71,27,1
channels,71,30,1
channels,8,45,1
channels,38,48,1
channels,38,49,1
channels,71,34,1
channels,71,40,1
channels,71,47,1
channels,8,46,1
channels,22,36,1
channels,71,61,1
channels,38,60,1
channels,71,63,1
channels,71,68,1
channels,4,43,1
channels,14,63,1
channels,22,43,1
channels,38,68,1
channels,22,44,1
channels,39,0,1
channels,72,15,1
channels,72,20,1
channels,72,21,1
channels,72,22,1
channels,14,74,1
channels,39,3,1
channels,72,23,1
channels,39,10,1
channels,72,39,1
channels,8,56,1
channels,39,14,1
channels,72,43,1
channels,72,45,1
channels,72,46,1
channels,72,47,1
channels,39,17,1
channels,72,53,1
channels,39,18,1
channels,39,19,1
channels,39,23,1
channels,72,61,1
channels,72,66,1
channels,72,68,1
channels,39,26,1
channels,72,70,1
channels,72,77,1
channels,2,3,1
channels,4,45,1
channels,8,66,1
channels,22,61,1
channels,39,33,1
channels,73,14,1
channels,73,15,1
channels,73,21,1
channels,73,23,1
channels,73,26,1
channels,73,27,1
channels,8,79,1
channels,22,62,1
channels,39,40,1
channels,73,28,1
channels,39,42,1
channels,39,46,1
channels,22,64,1
channels,73,36,1
channels,73,37,1
channels,73,38,1
channels,73,41,1
channels,73,44,1
channels,73,46,1
channels,4,48,1
channels,22,70,1
channels,73,48,1
channels,22,73,1
channels,73,56,1
channels,73,57,1
channels,9,6,1
channels,39,64,1
channels,39,66,1
channels,73,64,1
channels,73,72,1
channels,73,74,1
channels,39,68,1
channels,39,70,1
channels,74,2,1
channels,39,71,1
channels,39,72,1
channels,39,74,1
channels,39,77,1
channels,4,49,1
channels,15,14,1
channels,40,1,1
channels,74,20,1
channels,74,22,1
channels,74,23,1
channels,74,25,1
channels,74,26,1
channels,74,33,1
channels,40,12,1
channels,74,34,1
channels,74,36,1
channels,74,37,1
channels,74,38,1
channels,74,41,1
channels,74,43,1
channels,40,13,1
channels,74,48,1
channels,74,51,1
channels,4,50,1
channels,9,9,1
channels,40,17,1
channels,74,55,1
channels,74,58,1
channels,74,62,1
channels,40,22,1
channels,40,23,1
channels,74,72,1
channels,40,25,1
channels,75,2,1
channels,9,14,1
channels,40,27,1
channels,75,9,1
channels,15,23,1
channels,75,14,1
channels,75,15,1
channels,75,18,1
channels,75,22,1
channels,75,24,1
channels,23,22,2
channels,40,39,2
channels,75,34,2
channels,75,50,2
channels,75,51,2
channels,40,45,2
channels,23,25,2
channels,75,53,2
channels,40,49,2
channels,75,58,2
channels,23,26,2
channels,75,65,2
channels,76,4,2
channels,76,5,2
channels,15,31,2
channels,76,8,2
channels,76,9,2
channels,40,60,2
channels,76,13,2
channels,76,15,2
channels,40,61,2
channels,40,62,2
channels,76,31,2
channels,40,66,2
channels,76,32,2
channels,40,68,2
channels,23,34,2
channels,76,36,2
channels,9,31,2
channels,41,1,2
channels,41,2,2
channels,76,48,2
channels,15,35,2
channels,76,55,2
channels,23,40,2
channels,76,61,2
channels,76,64,2
channels,76,66,2
channels,41,9,2
channels,15,36,2
channels,77,0,2
channels,41,15,2
channels,77,2,2
channels,77,5,2
channels,77,6,2
channels,23,45,2
channels,77,16,2
channels,9,34,2
channels,23,46,2
channels,15,42,2
channels,77,35,2
channels,77,38,2
channels,77,39,2
channels,41,29,2
channels,23,48,2
channels,77,51,2
channels,77,53,2
channels,41,32,2
channels,77,58,2
channels,9,37,2
channels,41,35,2
channels,77,66,2
channels,41,37,2
channels,78,9,2
channels,78,10,2
channels,78,11,2
channels,78,19,2
channels,9,41,2
channels,78,26,2
channels,41,55,2
channels,41,57,2
channels,78,62,2
channels,78,64,2
channels,4,57,2
channels,41,59,2
channels,79,8,2
channels,0,60,2
channels,23,64,2
channels,23,67,2
channels,79,56,2
channels,79,58,2
channels,9,47,2
channels,79,76,2
channels,42,12,2
channels,80,6,2
channels,42,14,2
channels,80,7,2
channels,42,13,2
channels,80,24,2
channels,42,17,2
channels,24,2,2
channels,80,35,2
channels,42,18,2
channels,80,51,2
channels,80,57,2
channels,15,56,2
channels,80,64,2
channels,42,24,2
channels,81,0,2
channels,42,25,2
channels,42,27,2
channels,42,29,2
channels,81,57,2
channels,42,33,2
channels,82,18,2
channels,82,54,2
channels,15,58,2
channels,15,63,2
channels,83,8,2
channels,83,54,2
channels,42,43,2
channels,83,74,2
channels,15,64,2
channels,15,68,2
channels,42,59,2
channels,9,53,2
channels,24,25,2
channels,43,1,2
channels,24,27,2
channels,9,56,2
channels,16,1,2
channels,24,30,2
channels,43,12,2
channels,43,13,2
channels,43,16,2
channels,43,17,2
channels,43,18,2
channels,43,20,2
channels,43,22,2
channels,43,29,2
channels,24,43,2
channels,43,38,2
channels,24,46,2
channels,43,39,2
channels,24,47,2
channels,43,44,2
channels,43,45,2
channels,24,49,2
channels,43,59,2
channels,43,60,2
channels,43,58,2
channels,10,6,2
channels,44,2,2
channels,16,16,2
channels,24,63,2
channels,10,12,2
channels,24,69,2
channels,16,20,2
channels,5,6,2
channels,44,20,2
channels,44,22,2
channels,44,24,2
channels,44,32,2
channels,44,36,2
channels,10,23,2
channels,44,42,2
channels,44,44,2
channels,16,28,2
channels,44,46,2
channels,44,47,2
channels,44,62,2
channels,25,23,2
channels,16,32,2
channels,16,33,2
channels,0,63,2
channels,16,34,2
channels,25,32,2
channels,25,35,2
channels,16,37,2
channels,45,23,2
channels,10,33,2
channels,45,26,2
channels,16,40,2
channels,25,41,2
channels,45,27,2
channels,45,29,2
channels,45,30,2
channels,25,43,2
